Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade,Prerequisite_2_grade,Prerequisite_3_grade,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Course_delivery_mode,Free_TAFE,Remarks
VOC,North Metropolitan TAFE,Midland,MEM30305 Certificate III in Engineering - Fabrication Trade (Light Yc),Engineering,,1200.00,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-fabrication-trade-light-yc,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. When you complete the Certificate III in Engineering - Fabrication Trade (Light YC) you'll be looking at a trades career as a sheet metal worker or roof plumber in industries such as mining or construction. You will gain the skills and knowledge to use workshop machines, and hand and power tools safely to create and work with light metal fabrications such as roofing products, air-conditioning ducts, electrical switchboards and hospitality equipment such as range hoods and bench tops. The Certificate III in Engineering - Fabrication Trade (Light YC) is an apprenticeship, you must be employed in a training contract with an appropriate organisation to study this qualification.  Please  see the Apprenticeships section for more information. I have the following attributes:",Sheetmetal Trades Worker | Metal Spinner | Sheetmetal Patternmaker,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,MEM30205 Certificate III in Engineering - Mechanical Trade (Fitter and Machinist ZB),Engineering,,1200.00,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-mechanical-trade-fitter-and-machinist-zb,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. When you complete the Certificate III in Engineering (Mechanical Fitter and Machinist ZB) you'll be looking at a trades career as a machinist metal, mechanical fitter, metal plater or plant mechanic in industries such as mining, automotive, or hydraulics. The Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) is an apprenticeship please see the Apprenticeships section for more information. I have the following attributes:",Fitter | Fitter-Machinist | Metal Machinist,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,MEM30205 Certificate III in Engineering - Mechanical Trade (Fitter and Machinist ZB),Engineering,,1200.00,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-mechanical-trade-fitter-and-machinist-zb,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. When you complete the Certificate III in Engineering (Mechanical Fitter and Machinist ZB) you'll be looking at a trades career as a machinist metal, mechanical fitter, metal plater or plant mechanic in industries such as mining, automotive, or hydraulics. The Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) is an apprenticeship please see the Apprenticeships section for more information. I have the following attributes:",Fitter | Fitter-Machinist | Metal Machinist,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,MEM30205 Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA),Engineering,,1200.00,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-mechanical-trade-mechanical-fitter-za,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. When you complete the Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) you'll be looking at a trades career as a metal machinist, mechanical fitter, metal plater or plant mechanic in industries such as mining, automotive, or hydraulics. The Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) is an apprenticeship please see the Apprenticeships section for more information. I have the following attributes:",Mechanical Engineering Tradesperson | Metal Fitter | Machinist,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,MEM30205 Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA),Engineering,,1200.00,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-mechanical-trade-mechanical-fitter-za,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. When you complete the Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) you'll be looking at a trades career as a metal machinist, mechanical fitter, metal plater or plant mechanic in industries such as mining, automotive, or hydraulics. The Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) is an apprenticeship please see the Apprenticeships section for more information. I have the following attributes:",Mechanical Engineering Tradesperson | Metal Fitter | Machinist,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,MEM30205 Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA),Engineering,,1200.00,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-mechanical-trade-mechanical-fitter-za,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. When you complete the Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) you'll be looking at a trades career as a metal machinist, mechanical fitter, metal plater or plant mechanic in industries such as mining, automotive, or hydraulics. The Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) is an apprenticeship please see the Apprenticeships section for more information. I have the following attributes:",Mechanical Engineering Tradesperson | Metal Fitter | Machinist,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,MEM30205 Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA),Engineering,,1200.00,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-mechanical-trade-mechanical-fitter-za,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. When you complete the Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) you'll be looking at a trades career as a metal machinist, mechanical fitter, metal plater or plant mechanic in industries such as mining, automotive, or hydraulics. The Certificate III in Engineering - Mechanical Trade (Mechanical Fitter ZA) is an apprenticeship please see the Apprenticeships section for more information. I have the following attributes:",Mechanical Engineering Tradesperson | Metal Fitter | Machinist,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Perth,MEM30505 Certificate III in Engineering - Technical,Engineering,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-technical,English,D,"In 20 weeks with us, you'll become familiar with CAD packages and how to set out engineering drawings according to Australian Standards. You will participate in hands on workshop projects that will introduce you to general engineering concepts which are essential for diploma level engineering courses. These projects will help you develop your understanding of how drawings are transformed into buildings and manufactured items. I have the following attributes:",Mechanical Engineering Draftpersons and Technicians | Civil Engineering Draftpersons and Technicians,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Perth,MEM30505 Certificate III in Engineering - Technical,Engineering,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-engineering-technical,English,D,"In 20 weeks with us, you'll become familiar with CAD packages and how to set out engineering drawings according to Australian Standards. You will participate in hands on workshop projects that will introduce you to general engineering concepts which are essential for diploma level engineering courses. These projects will help you develop your understanding of how drawings are transformed into buildings and manufactured items. I have the following attributes:",Mechanical Engineering Draftpersons and Technicians | Civil Engineering Draftpersons and Technicians,Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Perth,MEM50212 Diploma of Engineering - Technical (Mechanical),Engineering,,,AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-engineering-technical-mechanical,English,D,"This course will provide you with the practical skills and knowledge in electrical machinery, mechanical principles and mechanical equipment to produce drawings for design specifications. Mechanical engineering is applied across a wide variety of employment areas including: The Diploma of Engineering - Technical (Mechanical)  is geared toward mechanical design but does have some electrical, electronics and programming content. I have the following attributes:",Mechanical Engineering Draftperson | Mechanical Engineering Technician,Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Perth,MEM50212 Diploma of Engineering - Technical (Mechanical),Engineering,,,AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-engineering-technical-mechanical,English,D,"This course will provide you with the practical skills and knowledge in electrical machinery, mechanical principles and mechanical equipment to produce drawings for design specifications. Mechanical engineering is applied across a wide variety of employment areas including: The Diploma of Engineering - Technical (Mechanical)  is geared toward mechanical design but does have some electrical, electronics and programming content. I have the following attributes:",Mechanical Engineering Draftperson | Mechanical Engineering Technician,Australia,no,yes,no,yes,no,Normal,no,
PG,North Metropolitan TAFE,Perth,MSS50218 Diploma of Environmental Monitoring and Technology,Computer Science & Information Technology,,"8,243",AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-environmental-monitoring-and-technology-2,English,D,"With a growing importance on conservation and environmental impact of business on ecosystems, conservation and ecosystem restoration, this is a good time to join this industry. It is a slow but growing area that is linked to our resource industry and increasing issues with the degradation of ecosystems. This course covers the skills and knowledge you need to apply a range of methods and technologies to conduct environmental sampling, testing and monitoring. The skills are used in most industry sectors and to assist environmental scientists, engineers and planners with site assessment, minimising environmental impacts of processes and remediation/rehabilitation of sites. This course is multi-faceted, using field trip activities including a regional trip each semester, lab work, team work and online learning to assess your progress. Learn how to plan and conduct environmental project work and use equipment to collect and evaluate data taken from the environment including; I have the following attributes:",Environmental Officer | Environmental Compliance Officer (Local Government),Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Joondalup,SIT50316 Diploma of Event Management,Computer Science & Information Technology,,"5,734",AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-event-management,English,D,"The Diploma of Event Management will provide you with a range of events administration and operational skills, knowledge of event industry operations, sound knowledge of event management processes and a broad range of skills to coordinate event operations. You will gain the confidence to work with some independence using plans, policies and procedures to guide work activities. You will also be equipped to work independently and make operational event management decisions. Events are diverse in nature and this qualification provides a pathway to work in events in a range of industries including tourism and travel, hospitality, sport, cultural, and community sectors. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Perth,SIT50316 Diploma of Event Management,Computer Science & Information Technology,,"5,734",AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-event-management,English,D,"The Diploma of Event Management will provide you with a range of events administration and operational skills, knowledge of event industry operations, sound knowledge of event management processes and a broad range of skills to coordinate event operations. You will gain the confidence to work with some independence using plans, policies and procedures to guide work activities. You will also be equipped to work independently and make operational event management decisions. Events are diverse in nature and this qualification provides a pathway to work in events in a range of industries including tourism and travel, hospitality, sport, cultural, and community sectors. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Joondalup,SIT50316 Diploma of Event Management,Computer Science & Information Technology,,"5,734",AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-event-management,English,D,"The Diploma of Event Management will provide you with a range of events administration and operational skills, knowledge of event industry operations, sound knowledge of event management processes and a broad range of skills to coordinate event operations. You will gain the confidence to work with some independence using plans, policies and procedures to guide work activities. You will also be equipped to work independently and make operational event management decisions. Events are diverse in nature and this qualification provides a pathway to work in events in a range of industries including tourism and travel, hospitality, sport, cultural, and community sectors. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Perth,SIT50316 Diploma of Event Management,Computer Science & Information Technology,,"5,734",AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-event-management,English,D,"The Diploma of Event Management will provide you with a range of events administration and operational skills, knowledge of event industry operations, sound knowledge of event management processes and a broad range of skills to coordinate event operations. You will gain the confidence to work with some independence using plans, policies and procedures to guide work activities. You will also be equipped to work independently and make operational event management decisions. Events are diverse in nature and this qualification provides a pathway to work in events in a range of industries including tourism and travel, hospitality, sport, cultural, and community sectors. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Perth,SIT30516 Certificate III in Events,Computer Science & Information Technology,,567.00,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-events,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. Events enrich our culture and are held to educate, celebrate, inform and entertain. The Certificate III in events will give you the skills to assist in managing events, from the planning through to show day and the follow up after the event.  You'll be introduced to industry standard technologies for lighting, sound and audio-visual and begin to develop your creative skills so you can deliver professional events to your clients. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Perth,SIT30516 Certificate III in Events,Computer Science & Information Technology,,567.00,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-events,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. Events enrich our culture and are held to educate, celebrate, inform and entertain. The Certificate III in events will give you the skills to assist in managing events, from the planning through to show day and the follow up after the event.  You'll be introduced to industry standard technologies for lighting, sound and audio-visual and begin to develop your creative skills so you can deliver professional events to your clients. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT30516 Certificate III in Events,Computer Science & Information Technology,,567.00,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-events,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. Events enrich our culture and are held to educate, celebrate, inform and entertain. The Certificate III in events will give you the skills to assist in managing events, from the planning through to show day and the follow up after the event.  You'll be introduced to industry standard technologies for lighting, sound and audio-visual and begin to develop your creative skills so you can deliver professional events to your clients. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Perth,SIT30516 Certificate III in Events,Computer Science & Information Technology,,567.00,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-events,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. Events enrich our culture and are held to educate, celebrate, inform and entertain. The Certificate III in events will give you the skills to assist in managing events, from the planning through to show day and the follow up after the event.  You'll be introduced to industry standard technologies for lighting, sound and audio-visual and begin to develop your creative skills so you can deliver professional events to your clients. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT30516 Certificate III in Events,Computer Science & Information Technology,,567.00,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-events,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. Events enrich our culture and are held to educate, celebrate, inform and entertain. The Certificate III in events will give you the skills to assist in managing events, from the planning through to show day and the follow up after the event.  You'll be introduced to industry standard technologies for lighting, sound and audio-visual and begin to develop your creative skills so you can deliver professional events to your clients. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Perth,SIT30516 Certificate III in Events,Computer Science & Information Technology,,567.00,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-events,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. Events enrich our culture and are held to educate, celebrate, inform and entertain. The Certificate III in events will give you the skills to assist in managing events, from the planning through to show day and the follow up after the event.  You'll be introduced to industry standard technologies for lighting, sound and audio-visual and begin to develop your creative skills so you can deliver professional events to your clients. I have the following attributes:",Conference and Event Organiser | Event Management Consultant | Event Manager | Exhibition Organiser | Wedding Coordinator,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIS30315 Certificate III in Fitness,Computer Science & Information Technology,,2838.52,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-fitness,English,D,"Immerse yourself in practical leaning in our fully equipped gymnasiums at our Perth or Joondalup campuses located just five minutes walk from the train line. We offer real world knowledge to plan and conduct fitness programs for a variety of clients and to build up your communication, organisation and time management skills through our locally, and nationally qualified team of lecturers. You will learn about the roles of fitness instruction and exercise science while gaining an overview of work performance in the industry. You will undertake Industry relevant learning in areas that include; anatomy, physiology, appraisals and programming, analysis of risk, responding to emergency situations and the maintenance of equipment. As part of this qualification, you will undertake a supervised work placement in the Fitness Industry where you will be able to apply the skills and knowledge you have learned. I have the following attributes:",Gym Instructor | Fitness Instructor,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Perth,SIS30315 Certificate III in Fitness,Computer Science & Information Technology,,2838.52,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-fitness,English,D,"Immerse yourself in practical leaning in our fully equipped gymnasiums at our Perth or Joondalup campuses located just five minutes walk from the train line. We offer real world knowledge to plan and conduct fitness programs for a variety of clients and to build up your communication, organisation and time management skills through our locally, and nationally qualified team of lecturers. You will learn about the roles of fitness instruction and exercise science while gaining an overview of work performance in the industry. You will undertake Industry relevant learning in areas that include; anatomy, physiology, appraisals and programming, analysis of risk, responding to emergency situations and the maintenance of equipment. As part of this qualification, you will undertake a supervised work placement in the Fitness Industry where you will be able to apply the skills and knowledge you have learned. I have the following attributes:",Gym Instructor | Fitness Instructor,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Perth,SIS40215 Certificate IV in Fitness,Computer Science & Information Technology,,4343.00,AUD,year,9,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-fitness,English,D,"If you have a passion for health and fitness and want to help others achieve a healthier lifestyle, Personal Training is the career for you.
	The Certificate IV in Fitness provides you with the skills and knowledge to begin your career as a Personal Trainer. Learn how to develop safe and effective programs for a range of clients, including older adults, disabilities, teens, sports performance and general populations. You could find yourself working for independent gyms, council run recreation centres, sporting clubs, private companies, or as a self employed sole trader delivering customised one-on-one or group training.
	Practical training will be conducted in fully equipped gym facilities located at our Perth or Joondalup campuses, as well as various outdoor venues. Why choose North Metro TAFE? Many gyms employ our fitness graduates.  You will work with real clients and start building your own networks with work placement. Our highly experienced and passionate lecturers will provide you with a great start to your career in the fitness industry. I have the following attributes:",Fitness Instructor,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIS40215 Certificate IV in Fitness,Computer Science & Information Technology,,4343.00,AUD,year,9,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-fitness,English,D,"If you have a passion for health and fitness and want to help others achieve a healthier lifestyle, Personal Training is the career for you.
	The Certificate IV in Fitness provides you with the skills and knowledge to begin your career as a Personal Trainer. Learn how to develop safe and effective programs for a range of clients, including older adults, disabilities, teens, sports performance and general populations. You could find yourself working for independent gyms, council run recreation centres, sporting clubs, private companies, or as a self employed sole trader delivering customised one-on-one or group training.
	Practical training will be conducted in fully equipped gym facilities located at our Perth or Joondalup campuses, as well as various outdoor venues. Why choose North Metro TAFE? Many gyms employ our fitness graduates.  You will work with real clients and start building your own networks with work placement. Our highly experienced and passionate lecturers will provide you with a great start to your career in the fitness industry. I have the following attributes:",Fitness Instructor,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Perth,SIS40215 Certificate IV in Fitness,Computer Science & Information Technology,,4343.00,AUD,year,9,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-fitness,English,D,"If you have a passion for health and fitness and want to help others achieve a healthier lifestyle, Personal Training is the career for you.
	The Certificate IV in Fitness provides you with the skills and knowledge to begin your career as a Personal Trainer. Learn how to develop safe and effective programs for a range of clients, including older adults, disabilities, teens, sports performance and general populations. You could find yourself working for independent gyms, council run recreation centres, sporting clubs, private companies, or as a self employed sole trader delivering customised one-on-one or group training.
	Practical training will be conducted in fully equipped gym facilities located at our Perth or Joondalup campuses, as well as various outdoor venues. Why choose North Metro TAFE? Many gyms employ our fitness graduates.  You will work with real clients and start building your own networks with work placement. Our highly experienced and passionate lecturers will provide you with a great start to your career in the fitness industry. I have the following attributes:",Fitness Instructor,Australia,no,yes,no,yes,no,Normal,no,
PG,North Metropolitan TAFE,Midland,MSF30818 Certificate III in Flooring Technology,Computer Science & Information Technology,,2675.5,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-flooring-technology-2,English,D,"Get the skills and knowledge required to perform flooring technology tasks. You will learn to install floors and flooring materials in commercial or residential settings. The Certificate III in Flooring Technology is an apprenticeship, please see the Apprenticeships section for more information. I have the following attributes:",Floor Finishers | Carpet Layer,Australia,no,yes,no,yes,no,Normal,no,
PG,North Metropolitan TAFE,Balga,MSF30113 Certificate III in Furniture Finishing,Humanities and Social Science,,3640.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-furniture-finishing,English,D,"Refinishing or refurbishing timber products and furniture can add a sparkle to any new or old build. You'll learn about using environmentally sustainable work practices to make or renew timber products. This apprenticeship will give you the skills required to become a furniture finisher or worker and experienced furniture finishers have a range of job opportunities open to them. The Certificate III in Furniture Finishing is an apprenticeship, please see the Apprenticeships section for more information. I have the following attributes:",Furniture Finisher,Australia,no,no,no,no,no,Apprenticeship,no,
PG,North Metropolitan TAFE,Balga,MSF30113 Certificate III in Furniture Finishing,Humanities and Social Science,,3640.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-furniture-finishing,English,D,"Refinishing or refurbishing timber products and furniture can add a sparkle to any new or old build. You'll learn about using environmentally sustainable work practices to make or renew timber products. This apprenticeship will give you the skills required to become a furniture finisher or worker and experienced furniture finishers have a range of job opportunities open to them. The Certificate III in Furniture Finishing is an apprenticeship, please see the Apprenticeships section for more information. I have the following attributes:",Furniture Finisher,Australia,no,no,no,no,no,Apprenticeship,no,
PG,North Metropolitan TAFE,Balga,MSF20313 Certificate II in Furniture Making (Cabinet Making/Furniture Making Pre-Apprenticeship),Humanities and Social Science,,"1,933",AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-ii-furniture-making-cabinet-makingfurniture-making-pre-apprenticeship,English,D,"When you complete the Certificate II in Furniture Making (Cabinet Making/Furniture Making Pre-Apprenticeship) you'll be what employers are looking for in an apprentice furniture maker or cabinet maker. Cabinet makers work from plans or drawings to make home and office furniture, including built-in cupboards and fixtures for new homes and shops. Furniture making concentrates on the production of solid and free standing furniture. Many employers now prefer apprenticeship applicants to have completed a pre-apprenticeship. This course will give you the skills, knowledge and behaviours to prepare you and make you more competitive when applying for apprenticeship positions. It will give you a better chance of gaining an apprenticeship and a flying start in learning a trade.",Furniture Finisher,Australia,no,yes,no,yes,no,Normal,no,
PG,North Metropolitan TAFE,Balga,MSF20313 Certificate II in Furniture Making (Cabinet Making/Furniture Making Pre-Apprenticeship),Humanities and Social Science,,"1,933",AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-ii-furniture-making-cabinet-makingfurniture-making-pre-apprenticeship,English,D,"When you complete the Certificate II in Furniture Making (Cabinet Making/Furniture Making Pre-Apprenticeship) you'll be what employers are looking for in an apprentice furniture maker or cabinet maker. Cabinet makers work from plans or drawings to make home and office furniture, including built-in cupboards and fixtures for new homes and shops. Furniture making concentrates on the production of solid and free standing furniture. Many employers now prefer apprenticeship applicants to have completed a pre-apprenticeship. This course will give you the skills, knowledge and behaviours to prepare you and make you more competitive when applying for apprenticeship positions. It will give you a better chance of gaining an apprenticeship and a flying start in learning a trade.",Furniture Finisher,Australia,no,yes,no,yes,no,Normal,no,
